sample_id,1_ratio,1_ratio_peak_temp,1_ratio_peak_abund,1_ratio_meanstd_abund,2_ratio,2_ratio_peak_temp,2_ratio_peak_abund,2_ratio_meanstd_abund,3_ratio,3_ratio_peak_temp,3_ratio_peak_abund,3_ratio_meanstd_abund,4_ratio,4_ratio_peak_temp,4_ratio_peak_abund,4_ratio_meanstd_abund,5_ratio,5_ratio_peak_temp,5_ratio_peak_abund,5_ratio_meanstd_abund
S0376,18.0,915.549,1.0,0.9872516348385016,17.0,909.416,0.2432050072028216,0.2399853807468793,1.0,675.033,0.1610859978253551,0.1254933265405147,0.0,894.079,0.1280026934688898,0.0943226705235556,3.0,637.812,0.1030571975780861,0.0793993982684783
S0377,32.0,301.496,1.0,0.1096723897366556,16.0,301.496,0.0955875107532245,0.011528668465551,18.0,301.496,0.0143546459171272,0.0090880509821252,64.0,398.137,0.0133497158725359,0.0086194653189628,48.0,398.137,0.0088830768151218,0.0059367847451177
S0378,18.0,148.846,1.0,0.5668838613788771,17.0,152.056,0.235516785097689,0.1340574383200589,32.0,158.479,0.1211030009604904,0.0957070593180765,1.0,136.097,0.0497274702476633,0.0414668202240044,0.0,145.714,0.0342381338340783,0.0278976660065766
S0379,18.0,148.948,1.0,0.1661877267126294,32.0,458.213,0.3546168884315582,0.1091586662600476,17.0,148.948,0.2362033194357887,0.0395238905798197,16.0,458.213,0.0436966149838904,0.0147656131848278,28.0,152.001,0.0123197527141371,0.0092316293462806
S0380,32.0,509.049,1.0,0.2695247168020279,18.0,118.807,0.8549362162749773,0.2674672968634109,17.0,118.807,0.2029676473868029,0.0645388766172776,16.0,512.171,0.123805312037181,0.0366885476461824,28.0,134.742,0.0311757766890268,0.0237995409588616
S0381,18.0,127.695,1.0,0.4686454052484819,17.0,127.695,0.2614980030860793,0.123476615795297,32.0,130.944,0.1661225263763496,0.0881894435651716,16.0,134.1,0.056234828123865,0.0278018263118271,28.0,612.493,0.0440237800417928,0.0248748141329711
S0382,18.0,573.572,1.0,0.5358533692944267,17.0,573.572,0.2838938826289073,0.1504878152579244,28.0,341.334,0.0431963418282312,0.0271258245835403,16.0,573.572,0.0286900050807941,0.0156767162888732,32.0,328.654,0.0191235867557467,0.0146538474273582
S0383,44.0,731.19,1.0,0.290886433844727,16.0,731.19,0.1635786231651074,0.0482303165236731,28.0,731.19,0.1521847817341237,0.0458699055148814,12.0,731.19,0.072558763746732,0.0213908726018801,18.0,621.273,0.0265275922091618,0.0155434171001995
S0384,18.0,314.859,1.0,0.2878609963697353,17.0,311.844,0.2606544949188056,0.0748769886353081,32.0,311.844,0.0428211815102393,0.019032986379926,16.0,314.859,0.0255750499649962,0.0086438361138605,44.0,441.21,0.003986962816331,0.0019976098146518
S0385,18.0,210.571,1.0,0.7014406516921126,32.0,213.78,0.3517260300958262,0.2550065362596294,17.0,220.19,0.2682367355896314,0.1877661322980022,28.0,908.446,0.1988898669708207,0.171823489753575,44.0,549.722,0.1141243742669131,0.1002319231121989
S0386,32.0,572.087,1.0,0.2005119682258356,16.0,575.2,0.134638907652815,0.0272619831160161,18.0,575.2,0.0148989826143696,0.0065936884309416,17.0,575.2,0.0039350750529127,0.0017127588621905,28.0,581.595,0.0023330141076368,0.0012669719760157
S0387,18.0,1003.574,1.0,0.8229533840283403,32.0,259.284,0.5332594164048624,0.4111938645102514,17.0,994.264,0.2705332903633383,0.2108326905825325,28.0,525.343,0.3158422688157357,0.1985230757442351,1.0,316.433,0.2409955094932384,0.1551143530450091
S0388,18.0,439.224,1.0,0.2791421176843034,17.0,439.224,0.2579296212769727,0.072445744197407,32.0,442.364,0.1317614967059542,0.0538336140589945,16.0,439.224,0.0391960789284649,0.0138628352739918,28.0,455.036,0.0102567038511521,0.0095740236458098
S0389,32.0,173.993,1.0,0.7809801782200102,18.0,451.088,0.6864885558337891,0.4982772433845059,44.0,799.818,0.4883190748483563,0.3068552494241126,28.0,466.901,0.4304019754751203,0.3029543663631255,1.0,324.094,0.2154271617353595,0.1444615312677963
S0390,18.0,837.283,1.0,0.2274539511913801,32.0,840.326,0.2291619950592371,0.0767220378968804,17.0,840.326,0.2383939504443122,0.0548779016535508,16.0,840.326,0.0446165721195105,0.0150261241301119,28.0,1004.128,0.0277665832238889,0.0146210923264723
S0391,32.0,446.86,1.0,0.2662594257673168,18.0,148.299,0.498114332420848,0.2494656525778173,28.0,38.14,0.1025668226254649,0.0735047145895704,17.0,148.299,0.1251938788337513,0.0611490237792942,1.0,446.86,0.077731873568882,0.0509974839637588
S0392,18.0,238.792,1.0,0.2785511453411303,17.0,238.792,0.2596620327759011,0.0725510038402766,32.0,235.675,0.0854326298132825,0.040854536566142,44.0,401.665,0.0459500503274429,0.0219816389178642,28.0,408.021,0.0290528522686387,0.0202942605810638
S0393,18.0,1187.09,1.0,1.002605708964234,32.0,1196.162,0.5995681982967411,0.483670164957069,1.0,631.68,0.5854152693838756,0.4446618734464828,0.0,1193.138,0.4709341917455202,0.3316290132552575,3.0,1123.313,0.4751508330805072,0.3159349279051144
S0394,18.0,119.132,1.0,0.5816043049684056,28.0,783.318,0.3163503344471287,0.2861152839087046,17.0,119.132,0.2851015730602177,0.1592451624102268,36.0,768.36,0.1906615350880115,0.1334606753595074,32.0,774.472,0.0661472080704635,0.0602251713300056
S0395,18.0,154.706,1.0,0.2038955519088017,32.0,157.601,0.1825899284656172,0.0667572343625705,17.0,154.706,0.2338222007447097,0.0494462331977623,28.0,224.802,0.0248649378911533,0.0187984959072154,44.0,184.607,0.0307804876665346,0.0142663144099147
S0396,18.0,710.579,1.0,0.4125994132225768,32.0,707.486,0.2265805732435497,0.1177742095626807,44.0,517.82,0.1752766492528883,0.1002134935562259,17.0,707.486,0.2410992807141939,0.0994875579005095,16.0,707.486,0.0623232356834476,0.0342719440984933
S0397,18.0,243.416,1.0,0.5472935804499077,32.0,243.416,0.2984328416669893,0.1811816105072023,44.0,415.437,0.1992308214558738,0.165778881877401,17.0,246.656,0.2652706025786595,0.1450597615070938,28.0,997.744,0.219347240218373,0.1377739648120288
S0398,18.0,392.474,1.0,0.1793036575948273,17.0,392.474,0.2516613970498169,0.0454113340677802,32.0,392.474,0.0820002486937675,0.0281091013075418,64.0,1000.602,0.042550624666033,0.0076229990745003,16.0,392.474,0.0292144996129301,0.0073988835596826
S0399,18.0,228.259,1.0,0.8878967933771427,17.0,253.953,0.2909897032728786,0.2432066693100047,32.0,224.997,0.2394898922555908,0.1604521639637525,28.0,147.935,0.2145792209598811,0.1517077154484073,44.0,652.475,0.1010085368424628,0.0664415787866763
S0400,44.0,659.4,1.0,0.3437559125252936,28.0,659.4,0.2347197602647162,0.109087948607396,18.0,1001.055,0.1229074399750693,0.1077794167557995,16.0,656.273,0.1703511922035713,0.0627197339187613,32.0,991.881,0.0690522898396559,0.0489761501057424
S0401,18.0,162.752,1.0,0.4423078019257523,44.0,699.786,0.0794280935099151,0.0376446037995007,16.0,162.447,0.0187172468636798,0.0118761522329528,15.0,53.3,0.0194454625011542,0.0097232911942389,17.0,53.307,0.0194569335100294,0.0096933236171314
S0402,18.0,120.631,1.0,0.1865738119567782,17.0,120.631,0.2553420818747955,0.0477137025019079,32.0,120.631,0.0532974355504491,0.0158577436777469,16.0,120.631,0.0253850021063382,0.0057340492265628,1.0,123.748,0.0032334911012911,0.000908840254861
S0403,18.0,156.612,1.0,0.7340104425097127,17.0,153.387,0.2399419445532683,0.1785319119674681,1.0,198.273,0.0462954034688935,0.0362381886713524,32.0,175.865,0.0349579952843667,0.0299577827768538,0.0,169.417,0.0330840061261709,0.0266815393785376
S0404,18.0,246.999,1.0,0.7559459117740878,32.0,218.166,0.522566108336435,0.3641028944163977,28.0,999.835,0.656649352492358,0.3450960348007186,17.0,234.2,0.2583162339571166,0.1876941506136497,16.0,246.999,0.1614671047582363,0.1082438615344684
S0405,18.0,498.679,1.0,0.4995921886063396,17.0,495.56,0.2363465342998466,0.1207275785985414,32.0,508.021,0.1495335579342148,0.1065392932151307,44.0,716.506,0.1251499538725113,0.0677379389082156,28.0,944.258,0.0543340333717034,0.0373454505730743
S0406,18.0,397.61,1.0,0.780693317223049,32.0,410.341,0.5702364755153918,0.4497062427867203,17.0,460.999,0.2488486096180333,0.1898953719512669,1.0,815.987,0.1411098419950502,0.0975257591973727,16.0,467.33,0.1144044264621896,0.0856269125280149
S0407,18.0,231.36,1.0,0.7923217369139084,32.0,993.005,0.3707948718815382,0.2298373968950358,17.0,209.133,0.2656118286075463,0.2116601222927942,28.0,935.145,0.2333070820897796,0.1764105973949065,1.0,285.118,0.1657056232867684,0.1052618428897388
S0408,32.0,222.876,1.0,0.753249154315417,28.0,470.869,0.8811363670383415,0.6593177943522918,18.0,181.232,0.8708321958305743,0.6474285463654675,44.0,470.869,0.5633253333922578,0.2983911447902124,1.0,325.091,0.3156685985799691,0.2350019640602411
S0409,18.0,226.792,1.0,0.5797223869796186,17.0,139.736,0.2368628865889978,0.1372862133165689,32.0,229.986,0.4332674720207067,0.1260604362948597,28.0,226.792,0.1654682489247033,0.0606394789894682,44.0,226.792,0.1998791685784061,0.0525866309285756
S0410,32.0,420.009,1.0,0.4434460354053641,18.0,187.192,0.5629954180716508,0.420390895677444,28.0,423.185,0.2429430330771144,0.1776815048169318,17.0,199.987,0.1434006162388793,0.1061354591296602,44.0,321.312,0.1716565922083769,0.1049675141427826
S0411,18.0,383.206,1.0,0.7366064164845677,17.0,386.399,0.2585198684867967,0.1882807577472203,32.0,386.399,0.0794723575968736,0.0645527654399346,44.0,659.574,0.0497908190831472,0.0378198344426819,16.0,395.947,0.0346265880130792,0.0274822801761712
S0412,32.0,477.507,1.0,0.197651585303308,18.0,134.192,0.4363312456006945,0.1931469222902843,17.0,134.192,0.1028333539459342,0.0455757211876272,16.0,477.507,0.1186798480693567,0.0248857014197014,1.0,477.507,0.0159398517044974,0.0084748832592297
S0413,28.0,446.989,1.0,0.5422500023374355,18.0,278.978,0.6506918863849727,0.5039463416121612,32.0,443.818,0.2351512804213203,0.1622928463507897,17.0,272.637,0.1781170670921406,0.1345656757385717,14.0,443.818,0.1091254488736586,0.0610846898781774
S0414,32.0,360.864,1.0,0.2970396914042935,18.0,287.789,0.0949451651402505,0.0644532266571821,16.0,364.081,0.1386660636111349,0.043590977336073,44.0,281.447,0.0477991162213179,0.0187393562549635,17.0,294.161,0.0234784960505929,0.0160083259214787
S0415,18.0,145.291,0.7439622611362168,0.3459619530883421,32.0,475.129,1.0,0.2532502483620921,17.0,145.291,0.1887865729212057,0.0877758498999717,16.0,475.129,0.1348188459604782,0.0370999931316268,44.0,344.846,0.0175060021545336,0.0084333620064631
S0416,2.0,82.629,0.9266247379454928,0.57059274279188,18.0,68.887,1.0,0.4356358088167482,28.0,-60.041,0.3689727463312369,0.2282758826183686,17.0,68.887,0.3060796645702306,0.1514817994341048,32.0,-60.038,0.2373165618448637,0.1257950906747315
S0417,18.0,65.519,1.0,0.2991959924520352,2.0,87.975,0.5060069232335573,0.2065328410476444,17.0,65.519,0.2585013235593565,0.0786172670843755,28.0,-60.204,0.0722867033190796,0.0713312416169904,32.0,69.879,0.1301500033937419,0.0235781097405873
S0418,18.0,376.366,1.0,0.3679202749800695,17.0,367.998,0.2777903370980555,0.1018107097918433,64.0,869.776,0.2128530827884001,0.0882471366216244,28.0,35.821,0.1169740936773772,0.0869238380941678,32.0,869.776,0.1883649339182592,0.0827006590294453
S0419,18.0,1000.265,1.0,0.7964398852259249,3.0,618.215,0.2219544941726604,0.2012342430199107,1.0,216.74,0.2563250751708884,0.1983169012140214,17.0,1000.265,0.2432846488026261,0.1886957789904717,0.0,235.813,0.1416058748155834,0.1168100818428936
S0420,18.0,125.493,1.0,0.6251843592925947,17.0,125.493,0.2340208248433988,0.1477139165564155,1.0,128.692,0.0609069324229684,0.0491764384222346,3.0,192.206,0.0483965716526069,0.0458267428199657,0.0,147.676,0.0384095617607656,0.0282243643100789
S0421,18.0,285.053,0.872474110995222,0.3713412032596758,32.0,348.939,1.0,0.305738589820088,44.0,285.053,0.7364093972353638,0.1731297324086066,17.0,288.282,0.2110697106211869,0.0906628472914425,28.0,288.282,0.3416447130217932,0.0793111743579195
S0422,18.0,242.435,1.0,0.6572181761037519,17.0,242.435,0.2521148496991305,0.1660399933159627,44.0,676.855,0.2584138756243827,0.117363094687944,32.0,309.072,0.2434908705775767,0.081301189286261,1.0,252.004,0.0520869435758676,0.0386554533676399
S0423,44.0,704.014,0.6926578581250648,0.2109468677995177,28.0,518.358,1.0,0.2018205377885739,18.0,150.912,0.6639329950664424,0.1685258428642813,17.0,150.912,0.1615005109374065,0.0409954611020601,16.0,704.014,0.0802632097283836,0.0258182865235079
S0424,18.0,132.74,1.0,0.3187874477626097,17.0,132.74,0.2325301716358291,0.0741998206368221,64.0,591.152,0.2643299435693307,0.060075806286008,48.0,591.152,0.1664485607698311,0.0377510420281613,32.0,638.256,0.0371715157754139,0.011633518448079
S0425,18.0,997.409,1.0,0.9507052019741572,17.0,994.307,0.2419470122691341,0.2283250449645752,1.0,770.549,0.0967671117648381,0.0798051964092895,3.0,418.318,0.0891180400813667,0.0717519607185871,0.0,789.019,0.0717631976817071,0.0586190773085167
S0426,18.0,193.101,1.0,0.6058111623745491,17.0,193.101,0.2485609162271415,0.1515641933262809,36.0,291.957,0.1240974584385265,0.0685630476133266,38.0,291.957,0.0365865065649577,0.0202950249270438,35.0,291.957,0.0275124474606899,0.0155304594923519
S0427,18.0,235.57,1.0,0.8637014159420813,17.0,241.897,0.2545533638103675,0.2086765840729081,28.0,369.261,0.230734348882949,0.1577971252452058,32.0,222.75,0.2112337925979825,0.1461731085926513,44.0,461.915,0.2598425528998002,0.1304834734559812
S0428,18.0,1302.571,1.0,0.3917516895774616,3.0,257.019,0.1737957711992312,0.1708943894529312,1.0,234.605,0.160458277140366,0.146871673236867,17.0,1302.571,0.2365526947134583,0.0946020798567195,2.0,617.766,0.0948671168283324,0.0880151174576403
S0429,18.0,229.236,1.0,0.7406282024276998,17.0,203.775,0.2714457028864376,0.1988448429341678,32.0,210.162,0.1617535631650256,0.1128225792417468,16.0,257.803,0.0465171072057344,0.032441053355648,1.0,165.445,0.0350622869124805,0.0247632751558695
S0430,44.0,517.866,1.0,0.3064074544582402,28.0,521.003,0.1857993280630403,0.0566920256469968,16.0,517.866,0.1606294181686562,0.0494389238135291,12.0,521.003,0.049274114800235,0.0151926464290115,1.0,521.003,0.0121374676982188,0.0040048940128066
S0431,18.0,402.153,1.0,0.2660927651964239,17.0,405.226,0.2323387328392476,0.0618786802430013,1.0,405.226,0.0215549044933997,0.0065714787214975,0.0,405.226,0.0159778528593725,0.0047362236067132,36.0,649.429,0.0082516918310275,0.004593238481229
S0432,18.0,135.59,1.0,0.6256030521443325,17.0,135.59,0.2561002100236143,0.1599161146327407,32.0,135.59,0.1205667126894931,0.0855541705994284,16.0,132.384,0.0358066291406501,0.0248652859046467,36.0,617.439,0.026105148443275,0.0186616848912252
S0433,44.0,498.813,1.0,0.1890700670870232,18.0,46.745,0.6978395211126709,0.1616872620873993,2.0,60.155,0.4022997778745878,0.1490866789931924,28.0,498.813,0.1070289516003248,0.0796710121746262,17.0,46.745,0.1838854198600556,0.0445233702065305
S0434,44.0,847.541,1.0,0.4637881918242755,18.0,150.069,0.2392292807813655,0.1630159919880405,16.0,847.541,0.1550455902687003,0.0776289634548582,32.0,156.529,0.0961676482432234,0.0694695038513299,28.0,847.541,0.1321655401293721,0.0628185353748728
S0435,18.0,553.45,1.0,0.5398615267333811,17.0,553.45,0.2854589188951951,0.15413972452535,44.0,703.811,0.0711647024167133,0.0444701165011433,28.0,36.26,0.0626288512218721,0.0340172113267123,32.0,38.649,0.0262778378950262,0.0169598348762901
S0436,32.0,603.833,1.0,0.206438453084772,18.0,162.651,0.1267643855497718,0.0503971182651926,16.0,603.833,0.139477248512179,0.0295395281984738,17.0,162.651,0.0330372196800208,0.0131516254083314,1.0,606.902,0.0023970619226875,0.001094237635008
S0437,28.0,38.466,1.0,0.931239260336214,32.0,247.771,0.1873227430777639,0.1694802253265536,18.0,444.859,0.1404265562675164,0.0911463600079623,14.0,42.899,0.0745059366677908,0.0655870553150989,1.0,295.582,0.0479096649649382,0.0325015565638669
S0438,18.0,156.122,1.0,0.6613909217232086,17.0,156.122,0.2341053176156638,0.1559418328463219,32.0,1181.245,0.1220781207415517,0.1106178694394417,16.0,152.915,0.0267627380668687,0.0230130924003565,1.0,475.187,0.023057613612809,0.0169812557813078
S0439,18.0,991.935,1.0,0.7640921296838165,17.0,991.935,0.2672374275710497,0.2027939436624636,32.0,214.914,0.1603863008221457,0.1169061094255075,28.0,426.469,0.0624172398324624,0.0443327385037578,16.0,199.006,0.0572102081261772,0.0393935737428537
S0440,18.0,87.964,1.0,0.4155892003314355,2.0,108.531,0.6047124732245839,0.3030057742166467,17.0,83.615,0.266304168726314,0.1108352984027757,28.0,-60.074,0.0676552974130828,0.0642389416671294,32.0,83.615,0.0280441588400065,0.0148003957614054
S0441,44.0,758.105,1.0,0.3658518243702701,16.0,758.105,0.1670736109661308,0.0614379222182107,28.0,761.248,0.1045266695995105,0.0407768466091948,12.0,761.248,0.0634704769092929,0.0232584844903569,22.0,758.105,0.0263494342002934,0.0096650977947061
S0442,18.0,245.498,1.0,0.2817397742768689,17.0,248.68,0.2390065472692719,0.0672041064588703,32.0,1192.695,0.107761061207178,0.0315571633897902,1.0,248.68,0.0228645359194659,0.008176478213176,0.0,251.884,0.017990900686372,0.006330861065573
S0443,44.0,529.975,1.0,0.2708576513031251,28.0,533.077,0.1822310981111666,0.0531369741310523,18.0,188.634,0.0818722759618111,0.0492975636330342,16.0,533.077,0.1712653202983609,0.047734487766618,12.0,533.077,0.0775933931585953,0.0211486381606246
S0444,18.0,119.247,1.0,0.4176051880752876,17.0,119.247,0.2278000885560318,0.0955406540624556,1.0,119.247,0.0192801232629202,0.0087361537969263,64.0,998.433,0.0401164081826387,0.0065960533222515,0.0,119.247,0.0144297934528213,0.0064495810022963
S0445,18.0,390.724,1.0,0.567005770951019,17.0,384.414,0.258832012825673,0.146495447878595,32.0,384.414,0.1037591099604803,0.0764775996263531,16.0,387.587,0.0393668145427854,0.0253499091685607,44.0,598.831,0.0249902416963325,0.0147924895501393
S0446,18.0,290.509,1.0,0.2953361295404249,44.0,813.185,0.2828576604103182,0.1524237343549338,28.0,997.488,0.1656310269356621,0.0704757624091269,17.0,290.509,0.2356795982169787,0.0693900591924404,16.0,816.257,0.0322713502990931,0.0183771883386966
S0447,18.0,192.469,1.0,0.8722533759600508,28.0,79.03,0.5198857634032693,0.5005227351672501,32.0,135.81,0.4710352923473642,0.4467043593165783,17.0,192.469,0.3208828085465137,0.2688906610463974,16.0,128.065,0.0916137516786616,0.0768994854963567
S0448,44.0,691.61,0.7775007658133364,0.2113129455395118,18.0,150.686,0.8818111794378543,0.2076389531635996,28.0,523.106,1.0,0.2001037456646776,17.0,150.686,0.230451677048311,0.0542377731777384,16.0,694.745,0.1316147745216718,0.0392343602110884
S0449,32.0,450.293,1.0,0.1610733069235498,18.0,453.241,0.0170749267938632,0.0131148954905071,16.0,450.293,0.0753856529027861,0.012647621287794,1.0,453.241,0.0157534248054425,0.0041664667983725,0.0,453.241,0.0135244073244227,0.0031520069560154
S0450,18.0,231.15,1.0,0.4352919221515717,17.0,231.15,0.234935322060395,0.1021868857660607,36.0,419.854,0.0878128859075203,0.0442035556412936,1.0,234.34,0.0306404330464713,0.0160329474507611,38.0,419.854,0.0266312790038436,0.0134754115775615
S0451,28.0,552.4,1.0,0.1532248860796302,44.0,729.973,0.5650357751593874,0.1278203922710637,18.0,197.066,0.5183624164395596,0.0921343433599313,2.0,208.149,0.2010616545353869,0.0569515078457995,32.0,204.41,0.0246014928743554,0.0123252708752987
S0452,32.0,610.523,1.0,0.170694152337777,16.0,610.523,0.0883968100979839,0.0152178275532085,18.0,610.523,0.0107898691549044,0.0054345111635149,1.0,610.523,0.016080345016713,0.0040591210690851,0.0,610.523,0.0146538257404992,0.0032854697104845
S0453,28.0,142.926,1.0,0.9293501171898506,32.0,168.498,0.191886971719142,0.1731609322309789,14.0,162.09,0.0718026790624261,0.0657717286163939,16.0,165.295,0.0269484770930787,0.0235546502573305,18.0,181.291,0.028166746658868,0.0223605585817772
S0454,18.0,248.548,1.0,0.5858139611968138,32.0,312.193,0.5495956696344702,0.2516100063656016,17.0,245.387,0.2630382207364002,0.1535382733998852,44.0,676.488,0.2749543685492697,0.1219293515050091,16.0,305.847,0.0996006828416237,0.057224300233683
S0455,18.0,220.133,1.0,0.7089033854308342,32.0,226.583,0.8290038873546646,0.5976831836430543,28.0,533.44,0.5478127033825263,0.3495905565666744,1.0,178.624,0.4165221368137758,0.3165611683742133,0.0,470.763,0.386962410511689,0.2860191463572609
S0456,18.0,138.502,1.0,0.5532905489440287,17.0,134.547,0.3163517400071418,0.1818920322770039,44.0,754.613,0.3448518243269036,0.1206710083880618,28.0,65.29,0.0731319307099337,0.0538235259549153,32.0,73.438,0.0471665177581284,0.037829882529033
S0457,18.0,240.062,1.0,0.8366654518242745,32.0,259.096,0.3226459372249927,0.2403423543010785,17.0,201.928,0.2847109045714903,0.2392539331668731,28.0,547.983,0.1796544749965264,0.1369477082209954,0.0,214.615,0.1192825492890337,0.0895056067045233
S0458,18.0,131.446,1.0,0.5400359326532345,32.0,437.966,0.7494254126850612,0.3611040343269522,17.0,131.446,0.2372510961714801,0.1316199950541003,16.0,349.007,0.1242918004483778,0.0631804951393242,44.0,329.868,0.1191588946703123,0.0484354487614589
S0459,18.0,246.144,1.0,0.5894046521313634,32.0,309.782,0.5823437930232077,0.2655245905696866,17.0,249.338,0.2656083571728291,0.1564738951608186,44.0,682.84,0.3217282665963346,0.140591415795115,16.0,303.443,0.106835030688712,0.0611306812738063
S0460,44.0,688.888,1.0,0.3424071840145714,18.0,372.065,0.0882625991024135,0.068076570900105,28.0,692.007,0.1694243692023765,0.0606185630510294,16.0,688.888,0.1659151375278437,0.0600272216523371,32.0,375.168,0.033069008919457,0.0271060199373595
S0461,18.0,137.517,0.9070605271912489,0.677364292938787,32.0,115.039,1.0,0.6515647273855938,28.0,1007.412,0.6563433200915842,0.4743244243824848,16.0,137.517,0.3425776403592884,0.1979026311281065,17.0,198.604,0.2699021545566621,0.1974785333213815
S0462,18.0,572.864,1.0,0.8692007934986705,44.0,762.28,0.7664518007343164,0.2694198302460746,32.0,600.971,0.2809104139246252,0.2553987749115424,17.0,579.131,0.2483393838449813,0.2147998142727284,16.0,756.073,0.1776309526665131,0.0872442063733243
S0463,18.0,43.242,1.0,0.4580046445547295,17.0,43.242,0.2553202846460011,0.1238435817386019,28.0,43.242,0.2171743609334915,0.1101286773658354,32.0,513.862,0.1991302301929558,0.0699803115986824,16.0,513.862,0.040350414455276,0.021905908826615
S0464,18.0,116.377,1.0,0.2789671185701746,17.0,116.377,0.2387446429717197,0.0668513154460636,32.0,459.847,0.1150063930015953,0.0377655253045683,44.0,519.654,0.0312537746815651,0.0177237513892792,64.0,973.762,0.0416298109836154,0.0174559169558678
S0465,32.0,305.57,1.0,0.1316484434751379,16.0,305.57,0.0979843149692619,0.014347678904516,64.0,991.827,0.0226712842999831,0.0117384140038501,18.0,305.57,0.0171578357694907,0.0114555550129741,48.0,991.827,0.0157994782358587,0.0082559986446626
S0466,28.0,36.992,1.0,0.6573965179185844,32.0,475.656,0.4724948368580152,0.2903007698126749,16.0,752.796,0.2646222508971059,0.2001247928232824,17.0,556.309,0.2891533112285447,0.1784749559815978,14.0,281.096,0.2318362161568926,0.1749812338664892
S0467,18.0,682.056,1.0,0.4366402577197078,17.0,682.056,0.2831481192816463,0.1234551843877848,28.0,502.911,0.0343367551411282,0.0220751177569231,44.0,525.526,0.013537197690222,0.0119528620026258,16.0,675.374,0.0274851419076374,0.0118175789165876
S0468,18.0,137.592,1.0,0.6069395405412775,32.0,1290.247,0.9265672809198584,0.3286648711037622,64.0,1287.15,0.5658836796272768,0.1663701374134284,17.0,137.592,0.2516572326305639,0.1507871016517571,48.0,1287.15,0.4045617837382303,0.1179118572730862
S0469,18.0,132.631,1.0,0.7077840346580471,17.0,123.11,0.2330519042254511,0.1640822290259573,3.0,158.112,0.0902245829371163,0.0842305774644597,1.0,158.112,0.0961953126372123,0.0770488804598688,44.0,602.513,0.182857674483956,0.0661756312272481
S0470,18.0,238.179,1.0,0.4545658938077705,17.0,234.992,0.2382876903890994,0.1085985863506052,32.0,247.809,0.133457525452887,0.0812866939310848,36.0,555.098,0.0433150787752711,0.0248713049147388,16.0,244.613,0.0354902072407229,0.018473985451761
S0471,18.0,141.138,1.0,0.3927850945050156,32.0,439.252,0.3353344406331243,0.1314040026273412,17.0,141.138,0.2383907174726998,0.0936047859564285,16.0,439.252,0.0496069486861194,0.0238669740648944,44.0,325.549,0.0710333272084738,0.0234771480977949
S0472,18.0,191.267,1.0,0.8867629234140824,17.0,232.688,0.2660583271279663,0.2327571444993204,32.0,178.525,0.1295432897320278,0.1039107045010985,16.0,175.289,0.0396846866728649,0.0343512802132658,44.0,454.601,0.0249316764172797,0.0195304313948486
S0473,44.0,266.81,1.0,0.4057877185723122,18.0,466.769,0.4811504025532488,0.4022665444607934,28.0,997.034,0.3713015773650296,0.1785072580377079,17.0,463.632,0.1131902608866132,0.0942438896186113,27.0,469.925,0.1044971158559104,0.0622847687971689
S0474,18.0,266.458,1.0,0.8008016961714699,17.0,263.227,0.2437153303589065,0.1950105790583234,32.0,314.291,0.1884663373918198,0.1216233892346895,1.0,298.338,0.0563941893936889,0.0472183495777297,0.0,285.579,0.0419307781840668,0.0325148582406534
S0475,18.0,122.521,1.0,0.5904108284681989,17.0,122.521,0.2571996633562238,0.1529953569168269,32.0,488.321,0.1935417736204257,0.1013523205558765,16.0,491.456,0.0470029308407005,0.028197198743119,44.0,672.715,0.0254110606677437,0.0126771422973324
S0476,18.0,488.082,1.0,0.5624948764107354,44.0,456.969,0.3788777481170896,0.2572965229488217,17.0,488.082,0.2834310913622201,0.160952249324173,28.0,359.855,0.1423698771008451,0.0760046322085581,16.0,488.082,0.1106647678393249,0.0636881621682248
S0477,32.0,429.507,1.0,0.4123381152394048,18.0,139.396,0.5404912942429818,0.2408280163894468,36.0,787.627,0.1618542992174471,0.072294040731734,16.0,429.507,0.1433573175303978,0.0635767760176568,17.0,132.988,0.129282346043026,0.0584829706185266
S0478,18.0,998.225,1.0,0.6902057535111877,32.0,998.225,0.3274148278135423,0.2224318304068475,17.0,998.225,0.2799690844838284,0.1830250304258512,28.0,814.276,0.1716417096486465,0.1223834673279376,1.0,878.747,0.0925587043356859,0.0646292323930406
S0479,18.0,1010.2,1.0,0.8196464313448042,32.0,192.945,0.6581199622136528,0.4710278396815647,17.0,1010.2,0.2474458273460173,0.2058902146780791,1.0,355.808,0.197420595301975,0.1475953305569443,28.0,491.792,0.1718523660396292,0.1110129858041225
S0480,18.0,237.852,1.0,0.7874406236927451,28.0,639.217,0.8755524656776056,0.435697467331009,17.0,241.062,0.2735401001660434,0.2087313800062527,32.0,256.988,0.2462233891761275,0.1728753877193625,16.0,266.582,0.0717886793471657,0.0534248850360232
S0481,32.0,353.668,1.0,0.3099193611707127,18.0,254.666,0.1378088645223363,0.0714965199400202,16.0,350.469,0.1377312599193664,0.0465642516412281,44.0,251.506,0.1799886822963451,0.0460707363594176,28.0,254.666,0.090771520386223,0.0307509262060166
S0482,18.0,217.844,1.0,0.6476321988386728,32.0,147.586,0.6526509913524463,0.4234771765069982,64.0,510.155,0.8794147685221253,0.3676354536539247,48.0,507.016,0.6883042736249609,0.296697306665197,1.0,100.144,0.3506665822686198,0.2391892974748468
