sample_id,basalt,carbonate,chloride,iron_oxide,oxalate,oxychlorine,phyllosilicate,silicate,sulfate,sulfide,1_ratio,1_ratio_peak_temp,1_ratio_peak_abund,1_ratio_meanstd_abund,2_ratio,2_ratio_peak_temp,2_ratio_peak_abund,2_ratio_meanstd_abund,3_ratio,3_ratio_peak_temp,3_ratio_peak_abund,3_ratio_meanstd_abund,4_ratio,4_ratio_peak_temp,4_ratio_peak_abund,4_ratio_meanstd_abund,5_ratio,5_ratio_peak_temp,5_ratio_peak_abund,5_ratio_meanstd_abund
S0392,0,0,0,0,0,0,1,0,0,0,18.0,238.792,1.0,0.27855114534113035,17.0,238.792,0.2596620327759011,0.07255100384027663,32.0,235.675,0.08543262981328259,0.04085453656614205,44.0,401.665,0.04595005032744295,0.02198163891786426,28.0,408.021,0.029052852268638737,0.020294260581063876
S0393,0,0,0,0,0,0,0,1,0,0,18.0,1187.09,1.0,1.002605708964234,32.0,1196.162,0.5995681982967411,0.48367016495706905,1.0,631.68,0.5854152693838756,0.44466187344648284,0.0,1193.138,0.47093419174552026,0.33162901325525757,3.0,1123.313,0.4751508330805072,0.3159349279051144
S0394,0,0,1,0,0,0,0,0,0,0,18.0,119.132,0.9999999999999999,0.5816043049684056,28.0,783.318,0.31635033444712873,0.28611528390870467,17.0,119.132,0.2851015730602177,0.15924516241022688,36.0,768.36,0.19066153508801154,0.1334606753595074,32.0,774.472,0.06614720807046354,0.060225171330005656
S0395,0,0,0,0,0,0,0,0,1,0,18.0,154.706,0.9999999999999999,0.20389555190880176,32.0,157.601,0.18258992846561725,0.06675723436257056,17.0,154.706,0.2338222007447097,0.04944623319776235,28.0,224.802,0.0248649378911533,0.0187984959072154,44.0,184.607,0.03078048766653463,0.014266314409914705
S0396,0,0,0,0,0,0,1,0,0,0,18.0,710.579,1.0,0.4125994132225768,32.0,707.486,0.2265805732435497,0.11777420956268073,44.0,517.82,0.1752766492528883,0.10021349355622591,17.0,707.486,0.24109928071419398,0.0994875579005095,16.0,707.486,0.0623232356834476,0.03427194409849334
S0397,0,0,0,0,0,0,1,0,0,0,18.0,243.416,1.0,0.5472935804499077,32.0,243.416,0.29843284166698936,0.18118161050720238,44.0,415.437,0.19923082145587384,0.16577888187740103,17.0,246.656,0.26527060257865953,0.1450597615070938,28.0,997.744,0.219347240218373,0.13777396481202883
S0398,0,0,0,0,0,0,0,0,1,0,18.0,392.474,1.0,0.1793036575948273,17.0,392.474,0.25166139704981694,0.04541133406778026,32.0,392.474,0.08200024869376753,0.028109101307541816,64.0,1000.602,0.04255062466603302,0.007622999074500378,16.0,392.474,0.02921449961293017,0.007398883559682625
S0399,0,0,0,0,0,0,0,0,0,0,18.0,228.259,0.9999999999999999,0.8878967933771427,17.0,253.953,0.2909897032728786,0.24320666931000479,32.0,224.997,0.23948989225559086,0.16045216396375253,28.0,147.935,0.2145792209598811,0.15170771544840736,44.0,652.475,0.10100853684246283,0.06644157878667634
S0400,0,1,0,0,0,0,0,0,0,0,44.0,659.4,1.0,0.34375591252529364,28.0,659.4,0.23471976026471625,0.109087948607396,18.0,1001.055,0.12290743997506934,0.1077794167557995,16.0,656.273,0.17035119220357137,0.06271973391876134,32.0,991.881,0.06905228983965592,0.04897615010574247
S0401,0,0,0,0,0,0,1,0,1,0,18.0,162.752,0.9999999999999999,0.44230780192575236,44.0,699.786,0.0794280935099151,0.0376446037995007,16.0,162.447,0.018717246863679843,0.011876152232952825,15.0,53.3,0.019445462501154247,0.009723291194238991,17.0,53.307,0.01945693351002948,0.009693323617131419
S0402,0,0,1,0,0,0,0,0,1,0,18.0,120.631,1.0,0.18657381195677827,17.0,120.631,0.25534208187479557,0.04771370250190796,32.0,120.631,0.05329743555044912,0.015857743677746977,16.0,120.631,0.025385002106338216,0.0057340492265628784,1.0,123.748,0.003233491101291189,0.0009088402548610478
S0403,1,1,0,1,0,1,1,1,1,0,18.0,156.612,1.0,0.7340104425097127,17.0,153.387,0.2399419445532683,0.1785319119674681,1.0,198.273,0.046295403468893576,0.03623818867135249,32.0,175.865,0.034957995284366716,0.029957782776853827,0.0,169.417,0.03308400612617099,0.026681539378537688
S0404,0,0,0,0,0,0,0,0,0,0,18.0,246.999,1.0,0.7559459117740878,32.0,218.166,0.522566108336435,0.3641028944163977,28.0,999.835,0.656649352492358,0.3450960348007186,17.0,234.2,0.2583162339571166,0.18769415061364975,16.0,246.999,0.16146710475823636,0.10824386153446841
S0405,0,0,0,0,0,0,1,0,0,0,18.0,498.679,1.0,0.4995921886063396,17.0,495.56,0.23634653429984664,0.12072757859854141,32.0,508.021,0.14953355793421488,0.10653929321513073,44.0,716.506,0.1251499538725113,0.06773793890821564,28.0,944.258,0.05433403337170348,0.03734545057307435
S0406,1,0,0,0,0,0,0,0,0,0,18.0,397.61,0.9999999999999999,0.780693317223049,32.0,410.341,0.5702364755153918,0.44970624278672033,17.0,460.999,0.24884860961803337,0.18989537195126696,1.0,815.987,0.14110984199505028,0.09752575919737272,16.0,467.33,0.11440442646218967,0.08562691252801494
S0407,0,0,0,0,0,0,0,0,0,0,18.0,231.36,1.0,0.7923217369139084,32.0,993.005,0.3707948718815382,0.22983739689503585,17.0,209.133,0.2656118286075463,0.21166012229279427,28.0,935.145,0.23330708208977965,0.17641059739490658,1.0,285.118,0.16570562328676847,0.1052618428897388
S0408,0,0,0,1,0,1,0,0,0,0,32.0,222.876,1.0,0.753249154315417,28.0,470.869,0.8811363670383415,0.6593177943522918,18.0,181.232,0.8708321958305743,0.6474285463654675,44.0,470.869,0.5633253333922578,0.29839114479021245,1.0,325.091,0.31566859857996915,0.23500196406024118
S0409,0,0,1,0,0,0,1,0,0,0,18.0,226.792,1.0,0.5797223869796186,17.0,139.736,0.23686288658899782,0.1372862133165689,32.0,229.986,0.4332674720207067,0.1260604362948597,28.0,226.792,0.16546824892470338,0.06063947898946828,44.0,226.792,0.1998791685784061,0.05258663092857562
S0410,0,0,0,1,0,1,0,0,0,0,32.0,420.009,1.0,0.4434460354053641,18.0,187.192,0.5629954180716508,0.42039089567744403,28.0,423.185,0.24294303307711446,0.1776815048169318,17.0,199.987,0.14340061623887937,0.1061354591296602,44.0,321.312,0.17165659220837692,0.10496751414278263
S0411,0,0,0,0,0,0,1,0,0,0,18.0,383.206,1.0,0.7366064164845677,17.0,386.399,0.25851986848679676,0.1882807577472203,32.0,386.399,0.07947235759687363,0.06455276543993466,44.0,659.574,0.0497908190831472,0.037819834442681936,16.0,395.947,0.03462658801307921,0.02748228017617121
S0412,0,0,0,0,0,1,1,0,0,0,32.0,477.507,1.0,0.19765158530330806,18.0,134.192,0.43633124560069453,0.1931469222902843,17.0,134.192,0.10283335394593426,0.04557572118762729,16.0,477.507,0.11867984806935676,0.024885701419701433,1.0,477.507,0.015939851704497434,0.008474883259229703
S0413,0,0,0,0,0,0,0,0,0,0,28.0,446.989,1.0,0.5422500023374355,18.0,278.978,0.6506918863849727,0.5039463416121612,32.0,443.818,0.23515128042132036,0.16229284635078972,17.0,272.637,0.17811706709214065,0.13456567573857178,14.0,443.818,0.10912544887365866,0.06108468987817745
S0414,0,0,1,1,0,0,1,0,0,0,32.0,360.864,1.0,0.29703969140429354,18.0,287.789,0.09494516514025056,0.06445322665718213,16.0,364.081,0.13866606361113498,0.04359097733607302,44.0,281.447,0.04779911622131792,0.01873935625496353,17.0,294.161,0.02347849605059292,0.0160083259214787
S0415,0,0,0,0,0,1,1,0,0,0,18.0,145.291,0.7439622611362168,0.34596195308834216,32.0,475.129,1.0,0.25325024836209215,17.0,145.291,0.18878657292120576,0.0877758498999717,16.0,475.129,0.1348188459604782,0.037099993131626804,44.0,344.846,0.01750600215453364,0.008433362006463134
S0416,0,0,0,0,0,0,0,0,0,1,2.0,82.629,0.9266247379454927,0.57059274279188,18.0,68.887,1.0,0.43563580881674824,28.0,-60.041,0.3689727463312369,0.22827588261836868,17.0,68.887,0.3060796645702306,0.15148179943410484,32.0,-60.038,0.23731656184486374,0.12579509067473155
S0417,0,0,0,0,0,0,0,1,0,0,18.0,65.519,1.0,0.2991959924520352,2.0,87.975,0.5060069232335573,0.2065328410476444,17.0,65.519,0.2585013235593565,0.07861726708437554,28.0,-60.204,0.0722867033190796,0.07133124161699042,32.0,69.879,0.13015000339374191,0.023578109740587345
S0418,0,0,0,0,0,1,0,0,0,0,18.0,376.366,1.0,0.3679202749800695,17.0,367.998,0.27779033709805556,0.10181070979184337,64.0,869.776,0.2128530827884001,0.0882471366216244,28.0,35.821,0.11697409367737728,0.0869238380941678,32.0,869.776,0.18836493391825926,0.08270065902944532
S0419,0,0,0,0,0,0,0,0,0,0,18.0,1000.265,1.0,0.7964398852259249,3.0,618.215,0.22195449417266047,0.20123424301991072,1.0,216.74,0.25632507517088843,0.1983169012140214,17.0,1000.265,0.24328464880262615,0.1886957789904717,0.0,235.813,0.1416058748155834,0.11681008184289364
S0420,0,0,0,0,0,0,0,0,0,0,18.0,125.493,1.0,0.6251843592925947,17.0,125.493,0.23402082484339887,0.14771391655641558,1.0,128.692,0.06090693242296841,0.0491764384222346,3.0,192.206,0.04839657165260695,0.04582674281996575,0.0,147.676,0.038409561760765605,0.028224364310078943
S0421,0,0,0,1,0,1,1,0,0,0,18.0,285.053,0.872474110995222,0.3713412032596758,32.0,348.939,1.0,0.30573858982008806,44.0,285.053,0.7364093972353638,0.17312973240860663,17.0,288.282,0.2110697106211869,0.0906628472914425,28.0,288.282,0.3416447130217932,0.07931117435791957
S0422,1,1,0,1,0,1,1,1,1,0,18.0,242.435,0.9999999999999999,0.6572181761037519,17.0,242.435,0.25211484969913056,0.16603999331596275,44.0,676.855,0.2584138756243827,0.117363094687944,32.0,309.072,0.24349087057757676,0.08130118928626101,1.0,252.004,0.052086943575867614,0.03865545336763998
S0423,0,0,0,0,1,0,0,0,0,0,44.0,704.014,0.6926578581250648,0.2109468677995177,28.0,518.358,1.0,0.20182053778857392,18.0,150.912,0.6639329950664424,0.16852584286428135,17.0,150.912,0.16150051093740656,0.04099546110206015,16.0,704.014,0.0802632097283836,0.02581828652350799
S0424,0,0,0,0,0,0,0,0,1,0,18.0,132.74,1.0,0.3187874477626097,17.0,132.74,0.23253017163582912,0.07419982063682211,64.0,591.152,0.26432994356933076,0.060075806286008,48.0,591.152,0.16644856076983117,0.03775104202816133,32.0,638.256,0.03717151577541396,0.01163351844807907
S0425,0,0,0,0,0,0,0,0,0,0,18.0,997.409,0.9999999999999999,0.9507052019741572,17.0,994.307,0.24194701226913412,0.22832504496457529,1.0,770.549,0.09676711176483817,0.07980519640928951,3.0,418.318,0.08911804008136678,0.07175196071858712,0.0,789.019,0.07176319768170715,0.05861907730851678
S0426,0,0,1,0,0,0,0,0,0,0,18.0,193.101,1.0,0.6058111623745491,17.0,193.101,0.24856091622714152,0.15156419332628096,36.0,291.957,0.12409745843852651,0.0685630476133266,38.0,291.957,0.03658650656495776,0.02029502492704388,35.0,291.957,0.0275124474606899,0.015530459492351972
S0427,0,0,0,0,0,0,0,0,0,0,18.0,235.57,0.9999999999999999,0.8637014159420813,17.0,241.897,0.2545533638103675,0.20867658407290815,28.0,369.261,0.230734348882949,0.1577971252452058,32.0,222.75,0.21123379259798253,0.14617310859265137,44.0,461.915,0.2598425528998002,0.13048347345598127
S0428,0,0,0,0,0,0,0,0,0,0,18.0,1302.571,1.0,0.39175168957746165,3.0,257.019,0.17379577119923129,0.17089438945293123,1.0,234.605,0.16045827714036606,0.14687167323686703,17.0,1302.571,0.23655269471345836,0.09460207985671959,2.0,617.766,0.09486711682833247,0.08801511745764037
S0429,0,0,0,0,0,0,0,0,0,0,18.0,229.236,1.0,0.7406282024276998,17.0,203.775,0.2714457028864376,0.19884484293416788,32.0,210.162,0.16175356316502565,0.11282257924174685,16.0,257.803,0.04651710720573448,0.03244105335564801,1.0,165.445,0.035062286912480506,0.024763275155869516
S0430,0,1,0,0,0,0,0,0,0,0,44.0,517.866,1.0,0.30640745445824025,28.0,521.003,0.18579932806304034,0.05669202564699687,16.0,517.866,0.16062941816865622,0.04943892381352916,12.0,521.003,0.049274114800235094,0.015192646429011584,1.0,521.003,0.012137467698218862,0.0040048940128066795
S0431,0,0,0,0,0,0,0,0,1,0,18.0,402.153,0.9999999999999999,0.2660927651964239,17.0,405.226,0.23233873283924766,0.06187868024300132,1.0,405.226,0.02155490449339974,0.00657147872149755,0.0,405.226,0.015977852859372556,0.004736223606713294,36.0,649.429,0.00825169183102758,0.004593238481229097
S0432,0,0,0,0,0,0,1,0,0,0,18.0,135.59,1.0,0.6256030521443325,17.0,135.59,0.2561002100236143,0.15991611463274075,32.0,135.59,0.12056671268949311,0.08555417059942849,16.0,132.384,0.0358066291406501,0.02486528590464675,36.0,617.439,0.026105148443275085,0.01866168489122525
S0433,0,1,0,0,0,0,0,0,0,0,44.0,498.813,1.0,0.18907006708702329,18.0,46.745,0.6978395211126709,0.16168726208739936,2.0,60.155,0.40229977787458787,0.1490866789931924,28.0,498.813,0.10702895160032486,0.07967101217462622,17.0,46.745,0.1838854198600556,0.044523370206530584
S0434,0,0,0,1,0,0,0,0,0,0,44.0,847.541,0.9999999999999999,0.46378819182427555,18.0,150.069,0.23922928078136554,0.16301599198804057,16.0,847.541,0.1550455902687003,0.07762896345485824,32.0,156.529,0.09616764824322349,0.06946950385132991,28.0,847.541,0.1321655401293721,0.06281853537487281
S0435,0,0,0,0,0,0,1,0,0,0,18.0,553.45,1.0,0.5398615267333811,17.0,553.45,0.2854589188951951,0.15413972452535007,44.0,703.811,0.07116470241671338,0.044470116501143395,28.0,36.26,0.06262885122187213,0.034017211326712316,32.0,38.649,0.02627783789502627,0.01695983487629011
S0436,0,0,0,0,0,1,0,0,0,0,32.0,603.833,1.0,0.20643845308477202,18.0,162.651,0.12676438554977187,0.05039711826519266,16.0,603.833,0.13947724851217905,0.029539528198473834,17.0,162.651,0.033037219680020866,0.013151625408331459,1.0,606.902,0.00239706192268758,0.0010942376350080044
S0437,0,0,0,0,0,0,0,1,0,0,28.0,38.466,1.0,0.9312392603362141,32.0,247.771,0.18732274307776395,0.16948022532655366,18.0,444.859,0.14042655626751643,0.09114636000796233,14.0,42.899,0.0745059366677908,0.06558705531509892,1.0,295.582,0.04790966496493822,0.03250155656386694
S0438,1,0,0,0,0,0,0,0,0,0,18.0,156.122,1.0,0.6613909217232086,17.0,156.122,0.23410531761566386,0.1559418328463219,32.0,1181.245,0.12207812074155172,0.11061786943944171,16.0,152.915,0.026762738066868727,0.023013092400356514,1.0,475.187,0.023057613612809093,0.016981255781307887
S0439,0,0,0,0,0,0,0,0,0,0,18.0,991.935,1.0,0.7640921296838165,17.0,991.935,0.26723742757104973,0.20279394366246364,32.0,214.914,0.16038630082214572,0.11690610942550754,28.0,426.469,0.062417239832462466,0.0443327385037578,16.0,199.006,0.05721020812617729,0.039393573742853794
S0440,0,0,0,0,0,0,1,0,0,0,18.0,87.964,1.0,0.4155892003314355,2.0,108.531,0.6047124732245839,0.30300577421664676,17.0,83.615,0.266304168726314,0.11083529840277578,28.0,-60.074,0.06765529741308286,0.0642389416671294,32.0,83.615,0.02804415884000659,0.01480039576140549
S0441,0,1,0,0,0,0,0,0,0,0,44.0,758.105,1.0,0.36585182437027014,16.0,758.105,0.1670736109661308,0.061437922218210705,28.0,761.248,0.10452666959951058,0.040776846609194846,12.0,761.248,0.0634704769092929,0.023258484490356973,22.0,758.105,0.026349434200293436,0.009665097794706132
S0442,0,0,0,1,0,0,0,0,0,0,18.0,245.498,1.0,0.2817397742768689,17.0,248.68,0.23900654726927195,0.06720410645887037,32.0,1192.695,0.10776106120717802,0.03155716338979024,1.0,248.68,0.02286453591946596,0.008176478213176018,0.0,251.884,0.01799090068637205,0.006330861065573071
S0443,0,1,0,1,0,0,0,0,0,0,44.0,529.975,1.0,0.2708576513031251,28.0,533.077,0.18223109811116664,0.05313697413105233,18.0,188.634,0.08187227596181113,0.04929756363303428,16.0,533.077,0.17126532029836092,0.04773448776661807,12.0,533.077,0.0775933931585953,0.021148638160624622
S0444,0,0,0,0,0,0,0,0,1,0,18.0,119.247,1.0,0.4176051880752876,17.0,119.247,0.22780008855603184,0.09554065406245563,1.0,119.247,0.019280123262920276,0.008736153796926363,64.0,998.433,0.04011640818263873,0.006596053322251532,0.0,119.247,0.01442979345282138,0.006449581002296342
S0445,0,0,0,0,0,0,1,0,0,0,18.0,390.724,1.0,0.567005770951019,17.0,384.414,0.25883201282567303,0.146495447878595,32.0,384.414,0.10375910996048031,0.07647759962635314,16.0,387.587,0.03936681454278548,0.025349909168560794,44.0,598.831,0.024990241696332596,0.01479248955013933
S0446,0,0,0,0,0,0,0,0,0,0,18.0,290.509,0.9999999999999999,0.29533612954042493,44.0,813.185,0.2828576604103182,0.15242373435493384,28.0,997.488,0.1656310269356621,0.0704757624091269,17.0,290.509,0.23567959821697876,0.06939005919244047,16.0,816.257,0.032271350299093164,0.018377188338696636
S0447,0,0,0,0,0,0,0,0,1,0,18.0,192.469,1.0,0.8722533759600508,28.0,79.03,0.5198857634032693,0.5005227351672501,32.0,135.81,0.4710352923473642,0.44670435931657837,17.0,192.469,0.3208828085465137,0.26889066104639747,16.0,128.065,0.09161375167866163,0.07689948549635676
S0448,0,0,0,0,1,0,0,0,0,0,44.0,691.61,0.7775007658133364,0.21131294553951185,18.0,150.686,0.8818111794378543,0.2076389531635996,28.0,523.106,1.0,0.2001037456646776,17.0,150.686,0.23045167704831104,0.054237773177738494,16.0,694.745,0.13161477452167186,0.039234360211088476
S0449,0,0,0,1,0,1,0,0,0,0,32.0,450.293,1.0,0.16107330692354982,18.0,453.241,0.017074926793863295,0.013114895490507159,16.0,450.293,0.07538565290278612,0.012647621287794071,1.0,453.241,0.015753424805442513,0.004166466798372552,0.0,453.241,0.013524407324422746,0.00315200695601542
S0450,0,0,0,1,0,0,0,0,0,0,18.0,231.15,1.0,0.4352919221515717,17.0,231.15,0.23493532206039505,0.10218688576606075,36.0,419.854,0.08781288590752033,0.04420355564129366,1.0,234.34,0.030640433046471384,0.016032947450761108,38.0,419.854,0.026631279003843645,0.013475411577561509
S0451,0,0,0,0,1,0,0,0,0,0,28.0,552.4,1.0,0.15322488607963028,44.0,729.973,0.5650357751593874,0.1278203922710637,18.0,197.066,0.5183624164395596,0.09213434335993134,2.0,208.149,0.2010616545353869,0.05695150784579951,32.0,204.41,0.02460149287435541,0.012325270875298751
S0452,0,0,0,0,0,1,0,0,0,0,32.0,610.523,1.0,0.17069415233777704,16.0,610.523,0.08839681009798397,0.015217827553208524,18.0,610.523,0.010789869154904468,0.005434511163514922,1.0,610.523,0.016080345016713092,0.004059121069085173,0.0,610.523,0.014653825740499202,0.003285469710484525
S0453,0,0,0,0,0,0,0,1,0,0,28.0,142.926,1.0,0.9293501171898506,32.0,168.498,0.19188697171914204,0.1731609322309789,14.0,162.09,0.0718026790624261,0.0657717286163939,16.0,165.295,0.026948477093078734,0.023554650257330507,18.0,181.291,0.028166746658868015,0.02236055858177726
S0454,1,1,0,1,0,1,1,1,1,0,18.0,248.548,1.0,0.5858139611968138,32.0,312.193,0.5495956696344702,0.2516100063656016,17.0,245.387,0.26303822073640026,0.15353827339988524,44.0,676.488,0.27495436854926975,0.12192935150500916,16.0,305.847,0.09960068284162371,0.057224300233683
S0455,0,0,0,0,0,0,0,1,0,0,18.0,220.133,1.0,0.7089033854308342,32.0,226.583,0.8290038873546646,0.5976831836430543,28.0,533.44,0.5478127033825263,0.3495905565666744,1.0,178.624,0.41652213681377587,0.31656116837421333,0.0,470.763,0.386962410511689,0.2860191463572609
S0456,0,0,0,0,0,0,1,0,0,1,18.0,138.502,1.0,0.5532905489440287,17.0,134.547,0.31635174000714184,0.18189203227700398,44.0,754.613,0.34485182432690364,0.12067100838806183,28.0,65.29,0.07313193070993375,0.05382352595491535,32.0,73.438,0.047166517758128405,0.037829882529033014
S0457,0,0,0,0,0,0,0,0,0,0,18.0,240.062,1.0,0.8366654518242745,32.0,259.096,0.3226459372249927,0.24034235430107853,17.0,201.928,0.2847109045714903,0.23925393316687316,28.0,547.983,0.17965447499652643,0.13694770822099545,0.0,214.615,0.11928254928903372,0.08950560670452332
S0458,0,0,0,1,0,1,1,0,0,0,18.0,131.446,1.0,0.5400359326532345,32.0,437.966,0.7494254126850612,0.3611040343269522,17.0,131.446,0.23725109617148019,0.13161999505410038,16.0,349.007,0.12429180044837783,0.0631804951393242,44.0,329.868,0.11915889467031231,0.04843544876145892
S0459,1,1,0,1,0,1,1,1,1,0,18.0,246.144,1.0,0.5894046521313634,32.0,309.782,0.5823437930232077,0.2655245905696866,17.0,249.338,0.26560835717282916,0.15647389516081867,44.0,682.84,0.3217282665963346,0.14059141579511503,16.0,303.443,0.10683503068871208,0.06113068127380637
S0460,0,1,0,0,0,0,0,0,0,0,44.0,688.888,1.0,0.3424071840145714,18.0,372.065,0.0882625991024135,0.06807657090010509,28.0,692.007,0.16942436920237658,0.06061856305102942,16.0,688.888,0.16591513752784376,0.06002722165233715,32.0,375.168,0.03306900891945709,0.027106019937359557
S0461,0,0,1,0,0,0,0,0,0,0,18.0,137.517,0.9070605271912489,0.677364292938787,32.0,115.039,1.0,0.6515647273855938,28.0,1007.412,0.6563433200915842,0.4743244243824848,16.0,137.517,0.34257764035928845,0.19790263112810652,17.0,198.604,0.2699021545566621,0.1974785333213815
S0462,1,0,0,0,0,0,0,0,0,0,18.0,572.864,1.0,0.8692007934986705,44.0,762.28,0.7664518007343164,0.26941983024607463,32.0,600.971,0.2809104139246252,0.25539877491154245,17.0,579.131,0.24833938384498136,0.21479981427272848,16.0,756.073,0.17763095266651313,0.08724420637332432
S0463,0,0,0,0,0,1,0,0,0,1,18.0,43.242,1.0,0.4580046445547295,17.0,43.242,0.2553202846460011,0.12384358173860197,28.0,43.242,0.2171743609334915,0.1101286773658354,32.0,513.862,0.1991302301929558,0.06998031159868243,16.0,513.862,0.04035041445527606,0.02190590882661502
S0464,1,1,0,1,0,1,1,1,1,0,18.0,116.377,1.0,0.2789671185701746,17.0,116.377,0.23874464297171974,0.06685131544606367,32.0,459.847,0.1150063930015953,0.03776552530456835,44.0,519.654,0.0312537746815651,0.01772375138927929,64.0,973.762,0.04162981098361549,0.017455916955867838
S0465,0,0,0,0,0,0,0,0,0,0,32.0,305.57,1.0,0.1316484434751379,16.0,305.57,0.0979843149692619,0.014347678904516095,64.0,991.827,0.02267128429998312,0.011738414003850152,18.0,305.57,0.017157835769490794,0.011455555012974138,48.0,991.827,0.015799478235858724,0.008255998644662648
S0466,0,1,0,0,0,0,0,0,0,0,28.0,36.992,1.0,0.6573965179185844,32.0,475.656,0.47249483685801524,0.2903007698126749,16.0,752.796,0.26462225089710595,0.2001247928232824,17.0,556.309,0.2891533112285447,0.17847495598159785,14.0,281.096,0.2318362161568926,0.1749812338664892
S0467,0,0,0,0,0,0,1,0,0,0,18.0,682.056,0.9999999999999999,0.4366402577197078,17.0,682.056,0.2831481192816463,0.12345518438778488,28.0,502.911,0.034336755141128245,0.022075117756923186,44.0,525.526,0.01353719769022209,0.011952862002625884,16.0,675.374,0.027485141907637477,0.011817578916587626
S0468,0,0,0,0,0,0,0,0,0,0,18.0,137.592,1.0,0.6069395405412775,32.0,1290.247,0.9265672809198585,0.32866487110376225,64.0,1287.15,0.5658836796272768,0.16637013741342846,17.0,137.592,0.2516572326305639,0.15078710165175718,48.0,1287.15,0.4045617837382303,0.11791185727308628
S0469,0,0,0,0,0,0,0,0,1,0,18.0,132.631,1.0,0.7077840346580471,17.0,123.11,0.23305190422545113,0.16408222902595734,3.0,158.112,0.09022458293711635,0.08423057746445975,1.0,158.112,0.09619531263721239,0.07704888045986888,44.0,602.513,0.18285767448395604,0.06617563122724818
S0470,0,0,0,1,0,0,0,0,0,0,18.0,238.179,0.9999999999999999,0.45456589380777057,17.0,234.992,0.23828769038909944,0.10859858635060525,32.0,247.809,0.13345752545288708,0.08128669393108486,36.0,555.098,0.0433150787752711,0.024871304914738816,16.0,244.613,0.0354902072407229,0.018473985451761096
S0471,0,0,0,0,0,1,1,0,0,0,18.0,141.138,1.0,0.39278509450501564,32.0,439.252,0.33533444063312434,0.13140400262734128,17.0,141.138,0.23839071747269985,0.09360478595642852,16.0,439.252,0.04960694868611945,0.02386697406489443,44.0,325.549,0.07103332720847388,0.023477148097794987
S0472,0,0,0,0,0,0,0,0,0,0,18.0,191.267,1.0,0.8867629234140824,17.0,232.688,0.2660583271279663,0.2327571444993204,32.0,178.525,0.1295432897320278,0.10391070450109857,16.0,175.289,0.03968468667286491,0.03435128021326589,44.0,454.601,0.02493167641727973,0.019530431394848672
S0473,0,0,0,0,0,0,0,0,0,0,44.0,266.81,1.0,0.4057877185723122,18.0,466.769,0.48115040255324887,0.40226654446079346,28.0,997.034,0.37130157736502967,0.17850725803770798,17.0,463.632,0.11319026088661323,0.09424388961861133,27.0,469.925,0.10449711585591047,0.06228476879716896
S0474,1,1,0,1,0,1,1,1,1,0,18.0,266.458,1.0,0.8008016961714699,17.0,263.227,0.24371533035890658,0.19501057905832347,32.0,314.291,0.18846633739181984,0.12162338923468954,1.0,298.338,0.05639418939368899,0.04721834957772972,0.0,285.579,0.04193077818406688,0.03251485824065346
S0475,0,0,0,0,0,1,0,0,0,0,18.0,122.521,1.0,0.5904108284681989,17.0,122.521,0.25719966335622385,0.1529953569168269,32.0,488.321,0.19354177362042577,0.10135232055587651,16.0,491.456,0.047002930840700514,0.028197198743119004,44.0,672.715,0.025411060667743755,0.012677142297332428
S0476,0,0,0,0,0,1,1,0,0,0,18.0,488.082,1.0,0.5624948764107354,44.0,456.969,0.37887774811708963,0.2572965229488217,17.0,488.082,0.2834310913622201,0.16095224932417307,28.0,359.855,0.14236987710084517,0.07600463220855819,16.0,488.082,0.11066476783932495,0.06368816216822487
S0477,0,0,0,0,0,1,1,0,0,0,32.0,429.507,1.0,0.4123381152394048,18.0,139.396,0.5404912942429818,0.24082801638944687,36.0,787.627,0.16185429921744712,0.07229404073173401,16.0,429.507,0.14335731753039782,0.06357677601765685,17.0,132.988,0.12928234604302605,0.058482970618526656
S0478,0,0,0,0,0,0,0,1,0,0,18.0,998.225,1.0,0.6902057535111877,32.0,998.225,0.32741482781354236,0.22243183040684758,17.0,998.225,0.27996908448382846,0.18302503042585122,28.0,814.276,0.1716417096486465,0.12238346732793765,1.0,878.747,0.09255870433568592,0.06462923239304069
S0479,0,0,0,0,0,0,0,1,0,0,18.0,1010.2,1.0,0.8196464313448042,32.0,192.945,0.6581199622136528,0.47102783968156475,17.0,1010.2,0.24744582734601736,0.2058902146780791,1.0,355.808,0.197420595301975,0.14759533055694435,28.0,491.792,0.17185236603962925,0.11101298580412254
S0480,0,0,0,0,0,0,0,0,0,0,18.0,237.852,1.0,0.7874406236927451,28.0,639.217,0.8755524656776056,0.43569746733100906,17.0,241.062,0.27354010016604347,0.2087313800062527,32.0,256.988,0.24622338917612757,0.17287538771936256,16.0,266.582,0.07178867934716578,0.0534248850360232
S0481,0,0,1,1,0,0,1,0,0,0,32.0,353.668,0.9999999999999999,0.3099193611707127,18.0,254.666,0.1378088645223363,0.07149651994002021,16.0,350.469,0.13773125991936647,0.046564251641228155,44.0,251.506,0.17998868229634515,0.04607073635941769,28.0,254.666,0.09077152038622309,0.030750926206016695
S0482,0,0,0,0,0,0,0,0,0,1,18.0,217.844,1.0,0.6476321988386728,32.0,147.586,0.6526509913524463,0.4234771765069982,64.0,510.155,0.8794147685221253,0.36763545365392475,48.0,507.016,0.6883042736249609,0.296697306665197,1.0,100.144,0.35066658226861985,0.23918929747484685
